iter	backtest_id	status	annual_return	max_drawdown	sharpe	score	decision	mutation	robust_score	recent6	recent12	prior12	full24	sensitivity	trade_count	complexity	reason
0035		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:35	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	24	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0036		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:36	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	25	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0037		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:37	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	25	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0038		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:38	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	25	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0039		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:39	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	24	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0040		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:40	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	24	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0041		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:41	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	24	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0042		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:42	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	24	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0043		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:43	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	25	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0044		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:44	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	25	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0045		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:45	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	25	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0046		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:46	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	25	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0047		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:47	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	25	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0048		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:48	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	25	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0049		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:49	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	25	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0050		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:50	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	26	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
0051		crash	0.0000	0.0000	0.0000	0.000000	crash	tree_run:run-003 round:52	0.000000	0.000000	0.000000	0.000000	0.000000	0.0000	0	26	ValueError: time data 'AUTO' does not match format '%Y-%m-%d'
